Name,Phone,Category,Subcategory,District,Address,Latitude,Longitude,Google Maps URL
Petals Pharma,+919645632474,Pharmacies,Pharmacies,Ernakulam,"7/838(B), Seaport - Airport Rd, Vallathol Padi, Vidya Nagar Colony, Thrikkakara, Kakkanad, Kochi, Kerala 682021, India",10.0361196,76.338134,https://www.google.com/maps/place/Petals+Pharma/data=!4m7!3m6!1s0x3b080c4183e40b43:0xcc6cdfc0d267fa5d!8m2!3d10.0361196!4d76.338134!16s%2Fg%2F11cp5vkr70!19sChIJQwvkg0EMCDsRXfpn0sDfbMw?authuser=0&hl=en&rclk=1
THEKKAN MEDICALS,+918281061172,Pharmacies,Pharmacies,Ernakulam,"Kaipattoor, Vattapara, Kerala 682313, India",9.8542512,76.4472431,https://www.google.com/maps/place/THEKKAN+MEDICALS/data=!4m7!3m6!1s0x3b08771efa9ab35d:0x98424089b58f5fc3!8m2!3d9.8542512!4d76.4472431!16s%2Fg%2F11t4jnt2mw!19sChIJXbOa-h53CDsRw1-PtYlAQpg?authuser=0&hl=en&rclk=1
"Kottakkal Arya Vaidya Sala, Arakkunnam",+919961210943,Pharmacies,Pharmacies,Ernakulam,"7/507,Arakkunnam, Mulanthuruthy, Kochi, Kerala 682313, India",9.8866596,76.432269,"https://www.google.com/maps/place/Kottakkal+Arya+Vaidya+Sala,+Arakkunnam/data=!4m7!3m6!1s0x3b08778baa0cdc93:0x9b106c1927fd39e8!8m2!3d9.8866596!4d76.432269!16s%2Fg%2F11q46nlnfp!19sChIJk9wMqot3CDsR6Dn9JxlsEJs?authuser=0&hl=en&rclk=1"
SREELEKSHMI MEDICALS,+919037662635,Pharmacies,Pharmacies,Ernakulam,"Mevelloor, Velloor, Kerala 686609, India",9.8302137,76.4522134,https://www.google.com/maps/place/SREELEKSHMI+MEDICALS/data=!4m7!3m6!1s0x3b08771c7a98a3b9:0xbcafb0974e4fab48!8m2!3d9.8302137!4d76.4522134!16s%2Fg%2F11qzpqgjj4!19sChIJuaOYehx3CDsRSKtPTpewr7w?authuser=0&hl=en&rclk=1
Jan Aushadhi Arakunnam,,Pharmacies,Pharmacies,Ernakulam,"VCPH+4MH, Arakkunnam, Kerala 682313, India",9.885148,76.428781,https://www.google.com/maps/place/Jan+Aushadhi+Arakunnam/data=!4m7!3m6!1s0x3b0877000a12a701:0x73f5f6ecee97ea8f!8m2!3d9.885148!4d76.428781!16s%2Fg%2F11mrklsvc8!19sChIJAacSCgB3CDsRj-qX7uz29XM?authuser=0&hl=en&rclk=1
The Arya Vaidya Pharmacy Velloor,,Pharmacies,Pharmacies,Ernakulam,"RFG2+V32, Mevelloor, Velloor, Kerala 686609, India",9.8271307,76.4501328,https://www.google.com/maps/place/The+Arya+Vaidya+Pharmacy+Velloor/data=!4m7!3m6!1s0x3b0877e7515333e1:0x1f23d5bcc4bca15b!8m2!3d9.8271307!4d76.4501328!16s%2Fg%2F11f104p40l!19sChIJ4TNTUed3CDsRW6G8xLzVIx8?authuser=0&hl=en&rclk=1
SR Ayurpharma- Vaidyaratnam Agency,,Pharmacies,Pharmacies,Ernakulam,"R9JR+MC5, SH15, Kattikkunnu, Uppathezhathu, Kerala 686608, India",9.8316004,76.391135,https://www.google.com/maps/place/SR+Ayurpharma-+Vaidyaratnam+Agency/data=!4m7!3m6!1s0x3b087700678da3f9:0x93b9f9e4367ddfd6!8m2!3d9.8316004!4d76.391135!16s%2Fg%2F11yb9_ptk_!19sChIJ-aONZwB3CDsR1t99NuT5uZM?authuser=0&hl=en&rclk=1
PharmaDude Pharmacy,+918921189046,Pharmacies,Pharmacies,Ernakulam,"W7P6+75R, Thoppumpady, Kochi, Kerala 682005, India",9.9357076,76.2603234,https://www.google.com/maps/place/PharmaDude+Pharmacy/data=!4m7!3m6!1s0x3b086d26e62ee71b:0xf7f7244b69c0e7b8!8m2!3d9.9357076!4d76.2603234!16s%2Fg%2F11t2cg3163!19sChIJG-cu5iZtCDsRuOfAaUsk9_c?authuser=0&hl=en&rclk=1
Muthu Medicals,+917736322242,Pharmacies,Pharmacies,Ernakulam,"16/997, Tagore Rd, Thoppumpady, Kochi, Kerala 682005, India",9.9360391,76.2613894,https://www.google.com/maps/place/Muthu+Medicals/data=!4m7!3m6!1s0x3b086d7a440e35b1:0x7c7d9be558da2109!8m2!3d9.9360391!4d76.2613894!16s%2Fg%2F124ygv0pz!19sChIJsTUORHptCDsRCSHaWOWbfXw?authuser=0&hl=en&rclk=1
Care Zone Homoeo Pharmacy,+919061135953,Pharmacies,Pharmacies,Ernakulam,"25/164 C Santo Gopalan Road, Junction, near Chemmeens, Chullickal, Kochi, Kerala 682005, India",9.9396382,76.2530846,https://www.google.com/maps/place/Care+Zone+Homoeo+Pharmacy/data=!4m7!3m6!1s0x3b086dd648fe236d:0x1c6f5f1b9b0188d4!8m2!3d9.9396382!4d76.2530846!16s%2Fg%2F11ldm0j054!19sChIJbSP-SNZtCDsR1IgBmxtfbxw?authuser=0&hl=en&rclk=1
Quickmed Pharma,+919539964445,Pharmacies,Pharmacies,Ernakulam,"Veliath Building, VI/1032, Thoppumpady Bridge Rd, Karuvelipady, Thoppumpady, Kochi, Kerala 682005, India",9.9357223,76.2624586,https://www.google.com/maps/place/Quickmed+Pharma/data=!4m7!3m6!1s0x3b086d000dfd782b:0xd124f08a6d4c054!8m2!3d9.9357223!4d76.2624586!16s%2Fg%2F11xzr0b1sm!19sChIJK3j9DQBtCDsRVMDUpghPEg0?authuser=0&hl=en&rclk=1
BOT BRIDGE SEVANA MEDICINES,,Pharmacies,Pharmacies,Ernakulam,"near bot bridge, Thoppumpady, Thoppumpadi, Kochi, Kerala 682005, India",9.9315019,76.2674167,https://www.google.com/maps/place/BOT+BRIDGE+SEVANA+MEDICINES/data=!4m7!3m6!1s0x3b086daaa2239957:0xc997c143ed1df95c!8m2!3d9.9315019!4d76.2674167!16s%2Fg%2F11m_h22ntg!19sChIJV5kjoqptCDsRXPkd7UPBl8k?authuser=0&hl=en&rclk=1
Thottathil Medicals,+919447734155,Pharmacies,Pharmacies,Ernakulam,"W7P6+5MF Aroor - Thoppumpady Road, Junction, Thoppumpady, Kochi, Kerala 682005, India",9.935448,76.2616566,https://www.google.com/maps/place/Thottathil+Medicals/data=!4m7!3m6!1s0x3b086d7a383c05f7:0xc6a814563394776b!8m2!3d9.935448!4d76.2616566!16s%2Fg%2F1q5blnm84!19sChIJ9wU8OHptCDsRa3eUM1YUqMY?authuser=0&hl=en&rclk=1
Susy's Pharma,,Pharmacies,Pharmacies,Ernakulam,"Manama Towers, Unni Ramesh Road, Pyary Junction, Thoppumpady, Kochi, Kerala 682005, India",9.9358771,76.2606684,https://www.google.com/maps/place/Susy%27s+Pharma/data=!4m7!3m6!1s0x3b086d7edf82c09f:0xba783e986dead7f!8m2!3d9.9358771!4d76.2606684!16s%2Fg%2F1ptys5wgl!19sChIJn8CC335tCDsRf63ehumDpws?authuser=0&hl=en&rclk=1
Supplyco Medicals,+914842222809,Pharmacies,Pharmacies,Ernakulam,"W7V5+MWF, Moulana Azad Rd, Karuvelipady, Chullickal, Kochi, Kerala 682005, India",9.9441915,76.2597963,https://www.google.com/maps/place/Supplyco+Medicals/data=!4m7!3m6!1s0x3b086d65f471a743:0xe8eb625f87f7f3d!8m2!3d9.9441915!4d76.2597963!16s%2Fg%2F1s04j6vkq!19sChIJQ6dx9GVtCDsRPX9_-CW2jg4?authuser=0&hl=en&rclk=1
Jeeva Medicals,+914842220431,Pharmacies,Pharmacies,Ernakulam,"near Nirmala Medical Center, Kizhakkekara, Muvattupuzha, Kerala 686661, India",9.9797212,76.5843434,https://www.google.com/maps/place/Jeeva+Medicals/data=!4m7!3m6!1s0x3b07dd85faed008b:0xe1b0b0dbe82736ed!8m2!3d9.9797212!4d76.5843434!16s%2Fg%2F11c48wst2v!19sChIJiwDt-oXdBzsR7TYn6NuwsOE?authuser=0&hl=en&rclk=1
Nadakkal Medicals,+914842235370,Pharmacies,Pharmacies,Ernakulam,"682005, Koottungal Ln, GCDA Housing Colony, Thoppumpady, Kochi, Kerala 682005, India",9.9308843,76.2619487,https://www.google.com/maps/place/Nadakkal+Medicals/data=!4m7!3m6!1s0x3b086d7850a220c3:0x9c3c62ba4795a305!8m2!3d9.9308843!4d76.2619487!16s%2Fg%2F11c1q94fhl!19sChIJwyCiUHhtCDsRBaOVR7piPJw?authuser=0&hl=en&rclk=1
Prasanth Homoeo Medicines,,Pharmacies,Pharmacies,Ernakulam,"P T Jacob Rd, Thoppumpady, Kochi, Kerala 682005, India",9.9355107,76.2602526,https://www.google.com/maps/place/Prasanth+Homoeo+Medicines/data=!4m7!3m6!1s0x3b087279aaaaaaab:0xd4f04d35cab7210e!8m2!3d9.9355107!4d76.2602526!16s%2Fg%2F1tdhk850!19sChIJq6qqqnlyCDsRDiG3yjVN8NQ?authuser=0&hl=en&rclk=1
Kochupally road,,Pharmacies,Pharmacies,Ernakulam,"W7M7+743, Kochupally Rd, Thoppumpady, Kochi, Kerala 682005, India",9.9331491,76.2627861,https://www.google.com/maps/place/Kochupally+road/data=!4m7!3m6!1s0x3b086d000784bec9:0xda3bbbb9022fc755!8m2!3d9.9331491!4d76.2627861!16s%2Fg%2F11m5f8zqm_!19sChIJyb6EBwBtCDsRVccvArm7O9o?authuser=0&hl=en&rclk=1
Mar Basil Medicals,,Pharmacies,Pharmacies,Ernakulam,"W7V6+59V, Moulana Azad Rd, Karuvelipady, Thoppumpady, Kochi, Kerala 682005, India",9.9429921,76.2609336,https://www.google.com/maps/place/Mar+Basil+Medicals/data=!4m7!3m6!1s0x3b086d659838babb:0xe394cedc80ff4db6!8m2!3d9.9429921!4d76.2609336!16s%2Fg%2F1q5gm0gfz!19sChIJu7o4mGVtCDsRtk3_gNzOlOM?authuser=0&hl=en&rclk=1
Homeo & Ayurveda Medicines Vaidya Ratna Aushada Shala,+914842231542,Pharmacies,Pharmacies,Ernakulam,"16/1524, Pary Junction, Aroor - Thoppumpady Rd, Palluruthy, Kochi, Kerala 682006, India",9.9301184,76.2684061,https://www.google.com/maps/place/Homeo+%26+Ayurveda+Medicines+Vaidya+Ratna+Aushada+Shala/data=!4m7!3m6!1s0x3b086d7f9e82e20f:0xf19b85d26bd1bf52!8m2!3d9.9301184!4d76.2684061!16s%2Fg%2F1q5bp26zw!19sChIJD-KCnn9tCDsRUr_Ra9KFm_E?authuser=0&hl=en&rclk=1
Apollo Pharmacy Chullickal Statue Junction,+917949294407,Pharmacies,Pharmacies,Ernakulam,"Ground Floor, Statue Rd, Chullickal, Kochi, Kerala 682002, India",9.945779,76.2530433,https://www.google.com/maps/place/Apollo+Pharmacy+Chullickal+Statue+Junction/data=!4m7!3m6!1s0x3b086dacde417c33:0xa86530e5ebc13409!8m2!3d9.945779!4d76.2530433!16s%2Fg%2F11y5mhlsr5!19sChIJM3xB3qxtCDsRCTTB6-UwZag?authuser=0&hl=en&rclk=1
AJU MEDICALS CHULLIKAL,,Pharmacies,Pharmacies,Ernakulam,"SREE NARAYANA, GURU ROAD, Chullickal, Kochi, Kerala 682005, India",9.9454946,76.2549573,https://www.google.com/maps/place/AJU+MEDICALS+CHULLIKAL/data=!4m7!3m6!1s0x3b086d0059dba3af:0x7b63338d85910bfe!8m2!3d9.9454946!4d76.2549573!16s%2Fg%2F11yw2g9d52!19sChIJr6PbWQBtCDsR_guRhY0zY3s?authuser=0&hl=en&rclk=1
J. J. Medicals,+919656889288,Pharmacies,Pharmacies,Ernakulam,"W7P6+9FG, Tagore Rd, Thoppumpady, Kochi, Kerala 682005, India",9.9359365,76.2611929,https://www.google.com/maps/place/J.+J.+Medicals/data=!4m7!3m6!1s0x3b086d7a43e4ef35:0xf5a31e26727df9f7!8m2!3d9.9359365!4d76.2611929!16s%2Fg%2F124stygcf!19sChIJNe_kQ3ptCDsR9_l9ciYeo_U?authuser=0&hl=en&rclk=1
Mary Medicals,+914842232215,Pharmacies,Pharmacies,Ernakulam,"W7P6+6J8, Aroor - Thoppumpady Rd, Thopumpady Junction, Thoppumpady, Kochi, Kerala 682005, India",9.9355474,76.2615842,https://www.google.com/maps/place/Mary+Medicals/data=!4m7!3m6!1s0x3b086d7a3814dc07:0x4021fcaea5994920!8m2!3d9.9355474!4d76.2615842!16s%2Fg%2F1q5bvrmc6!19sChIJB9wUOHptCDsRIEmZpa78IUA?authuser=0&hl=en&rclk=1
Thannippilly MEDICALS,+919746002445,Pharmacies,Pharmacies,Ernakulam,"Vypin, Kochi, Kerala 682503, India",10.0295344,76.2224501,https://www.google.com/maps/place/Thannippilly+MEDICALS/data=!4m7!3m6!1s0x3b0813b372cf4a91:0xc4b0152f101799c7!8m2!3d10.0295344!4d76.2224501!16s%2Fg%2F11vl9fxj2_!19sChIJkUrPcrMTCDsRx5kXEC8VsMQ?authuser=0&hl=en&rclk=1
Mangatt Homoeo pharmacy,+914842499904,Pharmacies,Pharmacies,Ernakulam,"Company-peedika, Vypin - Munapam Rd, near Vypeen, Ochanthuruth, Kochi, Kerala 682508, India",10.0010738,76.2347235,https://www.google.com/maps/place/Mangatt+Homoeo+pharmacy/data=!4m7!3m6!1s0x3b0812e5a1848ea3:0x8065c0d6ede39bc0!8m2!3d10.0010738!4d76.2347235!16s%2Fg%2F11f1vpkscn!19sChIJo46EoeUSCDsRwJvj7dbAZYA?authuser=0&hl=en&rclk=1
Apollo Pharmacy Malippuram,+914842990134,Pharmacies,Pharmacies,Ernakulam,"Plot No.6, Vypin, Road, SH63, Malippuram, Kochi, Kerala 682511, India",10.0242375,76.2241501,https://www.google.com/maps/place/Apollo+Pharmacy+Malippuram/data=!4m7!3m6!1s0x3b08136eb2aea6bb:0xab46f2cd77266b1d!8m2!3d10.0242375!4d76.2241501!16s%2Fg%2F11m5hpk1v3!19sChIJu6ausm4TCDsRHWsmd83yRqs?authuser=0&hl=en&rclk=1
Keeners Pharmacy,+918482225749,Pharmacies,Pharmacies,Ernakulam,"X772+68G, Pullupalam Rd, Kunnumupuram, Fort Kochi, Kochi, Kerala 682002, India",9.9630523,76.2508306,https://www.google.com/maps/place/Keeners+Pharmacy/data=!4m7!3m6!1s0x3b086d362b7464ef:0xb88f58a0dd0648a3!8m2!3d9.9630523!4d76.2508306!16s%2Fg%2F1tfsfvd7!19sChIJ72R0KzZtCDsRo0gG3aBYj7g?authuser=0&hl=en&rclk=1
Prabhus Medicals,+914842224980,Pharmacies,Pharmacies,Ernakulam,"D.No: V, 719, Gujarati Rd, Mattancherry, Kochi, Kerala 682002, India",9.9603828,76.2551151,https://www.google.com/maps/place/Prabhus+Medicals/data=!4m7!3m6!1s0x3b086d45ed0e0a35:0x94127940d9c805d!8m2!3d9.9603828!4d76.2551151!16s%2Fg%2F124yqsznn!19sChIJNQoO7UVtCDsRXYCcDZQnQQk?authuser=0&hl=en&rclk=1
City Pharma,+916282874306,Pharmacies,Pharmacies,Ernakulam,"Navneet Krishna Building, 7/2073, Palace Rd, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",9.9577896,76.2551543,https://www.google.com/maps/place/City+Pharma/data=!4m7!3m6!1s0x3b086d4447f5af35:0x198142285cd9c8ef!8m2!3d9.9577896!4d76.2551543!16s%2Fg%2F11vj3gy3sn!19sChIJNa_1R0RtCDsR78jZXChCgRk?authuser=0&hl=en&rclk=1
Safa Medicals,+914842228659,Pharmacies,Pharmacies,Ernakulam,"X773+4VG, Pullupalam Rd, New Road, Mattancherry, Kochi, Kerala 682002, India",9.9628203,76.2547115,https://www.google.com/maps/place/Safa+Medicals/data=!4m7!3m6!1s0x3b086d4f3917b6e5:0xd871b773241e5ad5!8m2!3d9.9628203!4d76.2547115!16s%2Fg%2F1q62hzpfd!19sChIJ5bYXOU9tCDsR1VoeJHO3cdg?authuser=0&hl=en&rclk=1
Gem Medicals,+914842227900,Pharmacies,Pharmacies,Ernakulam,"X755+Q68, Moulana Azad Rd, Star Junction, Mattancherry, Kochi, Kerala 682002, India",9.9594096,76.2580823,https://www.google.com/maps/place/Gem+Medicals/data=!4m7!3m6!1s0x3b086d453d348113:0x387ae12abc3db6df!8m2!3d9.9594096!4d76.2580823!16s%2Fg%2F1261f_01r!19sChIJE4E0PUVtCDsR37Y9vCrhejg?authuser=0&hl=en&rclk=1
Union Medicals,,Pharmacies,Pharmacies,Ernakulam,"4/431, Pullupalam Rd, Chelai Kadavu, Kunnumupuram, Fort Kochi, Kochi, Kerala 682002, India",9.963366,76.2501754,https://www.google.com/maps/place/Union+Medicals/data=!4m7!3m6!1s0x3b086d4851954d67:0x861869da2ccc4f8a!8m2!3d9.963366!4d76.2501754!16s%2Fg%2F11bbtfzwq_!19sChIJZ02VUUhtCDsRik_MLNppGIY?authuser=0&hl=en&rclk=1
Lobo Medicals,+919995009418,Pharmacies,Pharmacies,Ernakulam,"X773+CVV, Mattancherry, Kochi, Kerala 682002, India",9.96302,76.2547178,https://www.google.com/maps/place/Lobo+Medicals/data=!4m7!3m6!1s0x3b086d4f3b409c7b:0x2c90a91a60c20f43!8m2!3d9.96302!4d76.2547178!16s%2Fg%2F124ykngxw!19sChIJe5xAO09tCDsRQw_CYBqpkCw?authuser=0&hl=en&rclk=1
Apollo Pharmacy Stadium Link Road Ernakulam,+917949295988,Pharmacies,Pharmacies,Ernakulam,"44/3745, Stadium Link Rd, Kathrikadavu, Thammanam, Kochi, Ernakulam, Kerala 682032, India",9.9860115,76.3033839,https://www.google.com/maps/place/Apollo+Pharmacy+Stadium+Link+Road+Ernakulam/data=!4m7!3m6!1s0x3b080d26c8ef05a3:0x3511477a947903b5!8m2!3d9.9860115!4d76.3033839!16s%2Fg%2F11kj06lc65!19sChIJowXvyCYNCDsRtQN5lHpHETU?authuser=0&hl=en&rclk=1
MediSmart,,Pharmacies,Pharmacies,Ernakulam,"Pallisserry, junction, Puthiya Rd, Thammanam, Kochi, Kerala 682032, India",9.9924556,76.3145566,https://www.google.com/maps/place/MediSmart/data=!4m7!3m6!1s0x3b080d001ec337f7:0xf9ab17e66d8caedf!8m2!3d9.9924556!4d76.3145566!16s%2Fg%2F11npf25283!19sChIJ9zfDHgANCDsR366MbeYXq_k?authuser=0&hl=en&rclk=1
Apollo Pharmacy Thammanam,+917949294298,Pharmacies,Pharmacies,Ernakulam,"Mahakavi Vailoppilli Rd, near ICICI Bank, Anjumuri, Kuthappady, Thammanam, Ernakulam, Kerala 682032, India",9.9819163,76.3130057,https://www.google.com/maps/place/Apollo+Pharmacy+Thammanam/data=!4m7!3m6!1s0x3b080dde03ce5949:0x9d7809196d1da92c!8m2!3d9.9819163!4d76.3130057!16s%2Fg%2F11vjbt_nxv!19sChIJSVnOA94NCDsRLKkdbRkJeJ0?authuser=0&hl=en&rclk=1
Aster Pharmacy - Kadavanthra,+918071177976,Pharmacies,Pharmacies,Ernakulam,"1613, KP Vallon Rd, Kadavanthra Residents Association, Nethaji Nagar, Kadavanthra, Kochi, Ernakulam, Kerala 682020, India",9.9537474,76.3025329,https://www.google.com/maps/place/Aster+Pharmacy+-+Kadavanthra/data=!4m7!3m6!1s0x3b087380d139be63:0x56d5e8d04e4136de!8m2!3d9.9537474!4d76.3025329!16s%2Fg%2F11ptr6ssw0!19sChIJY7450YBzCDsR3jZBTtDo1VY?authuser=0&hl=en&rclk=1
VYPIN DRUG CENTRE,+919567761603,Pharmacies,Pharmacies,Ernakulam,"267G+PM3, Puthuvype Beach - Valappu Rd, Valappu, Kochi, Kerala 682508, India",10.0142681,76.226671,https://www.google.com/maps/place/VYPIN+DRUG+CENTRE/data=!4m7!3m6!1s0x3b0812ff8ed8d553:0x3b848ea175e54e6c!8m2!3d10.0142681!4d76.226671!16s%2Fg%2F11l6tm8m1g!19sChIJU9XYjv8SCDsRbE7ldaGOhDs?authuser=0&hl=en&rclk=1
Lucy Medicals,+914842498845,Pharmacies,Pharmacies,Ernakulam,"Ground Floor, God's Own Building, SH63, Valappu, Kochi, Kerala 682511, India",10.0150608,76.2276097,https://www.google.com/maps/place/Lucy+Medicals/data=!4m7!3m6!1s0x3b0812fb2f23e08d:0x8306917d36bd2976!8m2!3d10.0150608!4d76.2276097!16s%2Fg%2F1ptyjpd5_!19sChIJjeAjL_sSCDsRdim9Nn2RBoM?authuser=0&hl=en&rclk=1
Arakkal Pharmacy,+917907269500,Pharmacies,Pharmacies,Ernakulam,"Thekkan Malipuram, Puthuvype, Kochi, Kerala 682508, India",9.9950448,76.2371687,https://www.google.com/maps/place/Arakkal+Pharmacy/data=!4m7!3m6!1s0x3b08131969103b75:0x2f64753c27b13ffd!8m2!3d9.9950448!4d76.2371687!16s%2Fg%2F11k3mcc9qs!19sChIJdTsQaRkTCDsR_T-xJzx1ZC8?authuser=0&hl=en&rclk=1
Aju Medicals Kunnumupuram,+914846507313,Pharmacies,Pharmacies,Ernakulam,"X67W+J73, TM Muhammad Rd, Kunnumupuram Junction, Kunnumupuram, Fort Kochi, Kochi, Kerala 682001, India",9.9640127,76.2456856,https://www.google.com/maps/place/Aju+Medicals+Kunnumupuram/data=!4m7!3m6!1s0x3b086d365c426c85:0x227deb0cccc6bfc5!8m2!3d9.9640127!4d76.2456856!16s%2Fg%2F1q5gkfm25!19sChIJhWxCXDZtCDsRxb_GzAzrfSI?authuser=0&hl=en&rclk=1
"Jan Aushadhi Medical Store, Murikumpadam",+917736805985,Pharmacies,Pharmacies,Ernakulam,"X6QQ+PQQ, Vypin, Murikumpadam, Kochi, Kerala 682508, India",9.989348,76.2394312,"https://www.google.com/maps/place/Jan+Aushadhi+Medical+Store,+Murikumpadam/data=!4m7!3m6!1s0x3b08130038282b51:0x1bb0709ffb151256!8m2!3d9.989348!4d76.2394312!16s%2Fg%2F11wqnrphfm!19sChIJUSsoOAATCDsRVhIV-59wsBs?authuser=0&hl=en&rclk=1"
Dana Medicals,+919747266289,Pharmacies,Pharmacies,Ernakulam,"X6RQ+5JV, Vypin Munapam Road, Pallipuram Road, Vypin Munapam, Murikkumpadam, Vypin, Kochi, Kerala 682508, India",9.9904826,76.2390596,https://www.google.com/maps/place/Dana+Medicals/data=!4m7!3m6!1s0x3b0812c301170a37:0xf6041c45319b730e!8m2!3d9.9904826!4d76.2390596!16s%2Fg%2F11bbth6ftv!19sChIJNwoXAcMSCDsRDnObMUUcBPY?authuser=0&hl=en&rclk=1
V Care Pharma,+918921131912,Pharmacies,Pharmacies,Ernakulam,"8/216, Vcare Pharma, Jyothi Building, Santo Gopalan Rd, Koovapadam, Chullickal, Kochi, Kerala 682002, India",9.9516905,76.2531395,https://www.google.com/maps/place/V+Care+Pharma/data=!4m7!3m6!1s0x3b086d2b6f2093d1:0xea1fa887d538d80c!8m2!3d9.9516905!4d76.2531395!16s%2Fg%2F11rfpfvzbk!19sChIJ0ZMgbyttCDsRDNg41YeoH-o?authuser=0&hl=en&rclk=1
Razal Medicals,+917012337730,Pharmacies,Pharmacies,Ernakulam,"X67W+HMW, Kunnumpuram Rd, Kunnumupuram, Fort Kochi, Kochi, Kerala 682001, India",9.9639994,76.2467181,https://www.google.com/maps/place/Razal+Medicals/data=!4m7!3m6!1s0x3b086d36359b6039:0xc43f26af0307073c!8m2!3d9.9639994!4d76.2467181!16s%2Fg%2F11xmzp9n2!19sChIJOWCbNTZtCDsRPAcHA68mP8Q?authuser=0&hl=en&rclk=1
Aster Pharmacy - North Fort - Tripunithura,+918071177969,Pharmacies,Pharmacies,Ernakulam,"39/473 West, N Fort Rd, Thrippunithura, Ernakulam, Kerala 682301, India",9.9506742,76.3412626,https://www.google.com/maps/place/Aster+Pharmacy+-+North+Fort+-+Tripunithura/data=!4m7!3m6!1s0x3b0873c08d3fd77f:0xff535921c4b98c4b!8m2!3d9.9506742!4d76.3412626!16s%2Fg%2F11rkcsw5rj!19sChIJf9c_jcBzCDsRS4y5xCFZU_8?authuser=0&hl=en&rclk=1
Maria Medical Stores,+914842775304,Pharmacies,Pharmacies,Ernakulam,"Statue Junction, 479/480, Hill Palace Rd, Kannankulangara, Thrippunithura, Kochi, Ernakulam, Kerala 682301, India",9.9448493,76.3463728,https://www.google.com/maps/place/Maria+Medical+Stores/data=!4m7!3m6!1s0x3b08736e75ffaef3:0x5d10d4695d9ed231!8m2!3d9.9448493!4d76.3463728!16s%2Fg%2F124yjk1mf!19sChIJ867_dW5zCDsRMdKeXWnUEF0?authuser=0&hl=en&rclk=1
Nithi Medical Shop,+914842784109,Pharmacies,Pharmacies,Ernakulam,"W8VW+2HM, FACT Nagar, Thrippunithura, Kochi, Ernakulam, Kerala 682301, India",9.9425883,76.346437,https://www.google.com/maps/place/Nithi+Medical+Shop/data=!4m7!3m6!1s0x3b087371f819df1f:0x9ba99ba092b51802!8m2!3d9.9425883!4d76.346437!16s%2Fg%2F11cp5sfdmn!19sChIJH98Z-HFzCDsRAhi1kqCbqZs?authuser=0&hl=en&rclk=1
Pokkattu Medicals,+914843577347,Pharmacies,Pharmacies,Ernakulam,"Bus Stand Road, New, Hospital Rd, Kannankulangara, Thrippunithura, Kochi, Kerala 682301, India",9.9426047,76.3466579,https://www.google.com/maps/place/Pokkattu+Medicals/data=!4m7!3m6!1s0x3b087371f9ef3155:0xeefd8763197e31d!8m2!3d9.9426047!4d76.3466579!16s%2Fg%2F1pycv0nmf!19sChIJVTHv-XFzCDsRHeOXMXbY7w4?authuser=0&hl=en&rclk=1
New St Marys Medicals,+914842777659,Pharmacies,Pharmacies,Ernakulam,"Kannankulangara, Thrippunithura, Ernakulam, Kerala 682301, India",9.9423184,76.3467118,https://www.google.com/maps/place/New+St+Marys+Medicals/data=!4m7!3m6!1s0x3b087371f6b564d7:0x854e42c871f4f611!8m2!3d9.9423184!4d76.3467118!16s%2Fg%2F1q5blsf1m!19sChIJ12S19nFzCDsREfb0cchCToU?authuser=0&hl=en&rclk=1
Apollo Pharmacy Thrippunithura,+914842919118,Pharmacies,Pharmacies,Ernakulam,"Ambili Nagar, Kottakakom, Thrippunithura, Ernakulam, Kerala 682301, India",9.9473954,76.342485,https://www.google.com/maps/place/Apollo+Pharmacy+Thrippunithura/data=!4m7!3m6!1s0x3b0873006fd7979d:0xf8a38265b9f3bbd3!8m2!3d9.9473954!4d76.342485!16s%2Fg%2F11y4syxmw1!19sChIJnZfXbwBzCDsR07vzuWWCo_g?authuser=0&hl=en&rclk=1
Narayanan's tea shop,,Restaurant,Restaurant,Kozhikode,"JHMF+4QH, Nadapuram Road Bridge, Kerala 673102, India",11.6328095,75.5744997,https://www.google.com/maps/place/Narayanan%27s+tea+shop/data=!4m7!3m6!1s0x3ba6833763772777:0xef8e3ca6ad6d375f!8m2!3d11.6328095!4d75.5744997!16s%2Fg%2F11l6_x2684!19sChIJdyd3YzeDpjsRXzdtraY8ju8?authuser=0&hl=en&rclk=1
Karakkad Kitchen,+916282239739,Family restaurant,Family restaurant,Kozhikode,"Nadapuram Road, Vadakara, Madappallly, Kerala 673102, India",11.6383717,75.5699643,https://www.google.com/maps/place/Karakkad+Kitchen/data=!4m7!3m6!1s0x3ba6832f4ce651bd:0x37f5d193d7d42f7a!8m2!3d11.6383717!4d75.5699643!16s%2Fg%2F11zck2f6fx!19sChIJvVHmTC-DpjsRei_U15PR9Tc?authuser=0&hl=en&rclk=1
MedPlus Vadakkekkotta,+919390111351,Pharmacies,Pharmacies,Ernakulam,"Silpi Vishnupadam, North Fort Gate, Door Number- 37, Road, opp. Govt Palace High School, Thrippunithura, Kochi, Ernakulam, Kerala 682301, India",9.9470769,76.3427067,https://www.google.com/maps/place/MedPlus+Vadakkekkotta/data=!4m7!3m6!1s0x3b0873bc18e202db:0x560de623aaedbaae!8m2!3d9.9470769!4d76.3427067!16s%2Fg%2F11xcg_r116!19sChIJ2wLiGLxzCDsRrrrtqiPmDVY?authuser=0&hl=en&rclk=1
